ISO,year,base_year,currency,source,ver,gdp_defl
AFG,1981,2022,USD,WEO_est,Apr-24,0.463778246
AFG,1982,2022,USD,WEO_est,Apr-24,0.472551499
AFG,1983,2022,USD,WEO_est,Apr-24,0.481490715
AFG,1984,2022,USD,WEO_est,Apr-24,0.490599033
AFG,1985,2022,USD,WEO_est,Apr-24,0.499879653
AFG,1986,2022,USD,WEO_est,Apr-24,0.509335833
AFG,1987,2022,USD,WEO_est,Apr-24,0.518970895
AFG,1988,2022,USD,WEO_est,Apr-24,0.528788222
AFG,1989,2022,USD,WEO_est,Apr-24,0.538791263
AFG,1990,2022,USD,WEO_est,Apr-24,0.548983531
AFG,1991,2022,USD,WEO_est,Apr-24,0.559368605
AFG,1992,2022,USD,WEO_est,Apr-24,0.569950133
AFG,1993,2022,USD,WEO_est,Apr-24,0.58073183
AFG,1994,2022,USD,WEO_est,Apr-24,0.591717484
AFG,1995,2022,USD,WEO_est,Apr-24,0.602910952
AFG,1996,2022,USD,WEO_est,Apr-24,0.614316167
AFG,1997,2022,USD,WEO_est,Apr-24,0.625937132
AFG,1998,2022,USD,WEO_est,Apr-24,0.637777931
AFG,1999,2022,USD,WEO_est,Apr-24,0.649842721
AFG,2000,2022,USD,WEO_est,Apr-24,0.662135739
AFG,2001,2022,USD,WEO_est,Apr-24,0.674661304
AFG,2002,2022,USD,WEO,Apr-24,0.687423813
AFG,2003,2022,USD,WEO,Apr-24,0.659388625
AFG,2004,2022,USD,WEO,Apr-24,0.740302473
AFG,2005,2022,USD,WEO,Apr-24,0.793332126
AFG,2006,2022,USD,WEO,Apr-24,0.845514358
AFG,2007,2022,USD,WEO,Apr-24,0.92169828
AFG,2008,2022,USD,WEO,Apr-24,1.067991635
AFG,2009,2022,USD,WEO,Apr-24,1.037832273
AFG,2010,2022,USD,WEO,Apr-24,1.21557801
AFG,2011,2022,USD,WEO,Apr-24,1.33268874
AFG,2012,2022,USD,WEO,Apr-24,1.326421999
AFG,2013,2022,USD,WEO,Apr-24,1.247487567
AFG,2014,2022,USD,WEO,Apr-24,1.241586484
AFG,2015,2022,USD,WEO,Apr-24,1.196103535
AFG,2016,2022,USD,WEO,Apr-24,1.051864256
AFG,2017,2022,USD,WEO,Apr-24,1.073815437
AFG,2018,2022,USD,WEO,Apr-24,1.030457171
AFG,2019,2022,USD,WEO,Apr-24,1.020868047
AFG,2020,2022,USD,WEO,Apr-24,1.115231543
AFG,2021,2022,USD,WEO,Apr-24,0.925999088
AFG,2022,2022,USD,WEO,Apr-24,1
AFG,2023,2022,USD,WEO_est,Apr-24,1.018916913
AFG,2024,2022,USD,WEO_est,Apr-24,1.038191677
AFG,2025,2022,USD,WEO_est,Apr-24,1.057831059
AFG,2026,2022,USD,WEO_est,Apr-24,1.077841957
AFG,2027,2022,USD,WEO_est,Apr-24,1.0982314
AFG,2028,2022,USD,WEO_est,Apr-24,1.119006549
AFG,2029,2022,USD,WEO_est,Apr-24,1.140174699
AGO,1980,2022,USD,WEO,Apr-24,0.392562417
AGO,1981,2022,USD,WEO,Apr-24,0.384343382
AGO,1982,2022,USD,WEO,Apr-24,0.384343382
AGO,1983,2022,USD,WEO,Apr-24,0.384403452
AGO,1984,2022,USD,WEO,Apr-24,0.384372093
AGO,1985,2022,USD,WEO,Apr-24,0.457562638
AGO,1986,2022,USD,WEO,Apr-24,0.416326779
AGO,1987,2022,USD,WEO,Apr-24,0.457180425
AGO,1988,2022,USD,WEO,Apr-24,0.467334673
AGO,1989,2022,USD,WEO,Apr-24,0.543408894
AGO,1990,2022,USD,WEO,Apr-24,0.619498357
AGO,1991,2022,USD,WEO,Apr-24,0.535781711
AGO,1992,2022,USD,WEO,Apr-24,0.370788802
AGO,1993,2022,USD,WEO,Apr-24,0.242520717
AGO,1994,2022,USD,WEO,Apr-24,0.159787167
AGO,1995,2022,USD,WEO,Apr-24,0.18070772
AGO,1996,2022,USD,WEO,Apr-24,0.209615467
AGO,1997,2022,USD,WEO,Apr-24,0.229476273
AGO,1998,2022,USD,WEO,Apr-24,0.185805811
AGO,1999,2022,USD,WEO,Apr-24,0.171968706
AGO,2000,2022,USD,WEO,Apr-24,0.247578978
AGO,2001,2022,USD,WEO,Apr-24,0.232564583
AGO,2002,2022,USD,WEO,Apr-24,0.286145351
AGO,2003,2022,USD,WEO,Apr-24,0.32376869
AGO,2004,2022,USD,WEO,Apr-24,0.385821588
AGO,2005,2022,USD,WEO,Apr-24,0.526517226
AGO,2006,2022,USD,WEO,Apr-24,0.668749367
AGO,2007,2022,USD,WEO,Apr-24,0.730859085
AGO,2008,2022,USD,WEO,Apr-24,0.891885877
AGO,2009,2022,USD,WEO,Apr-24,0.702196375
AGO,2010,2022,USD,WEO,Apr-24,0.798165847
AGO,2011,2022,USD,WEO,Apr-24,1.029045119
AGO,2012,2022,USD,WEO,Apr-24,1.08598393
AGO,2013,2022,USD,WEO,Apr-24,1.104665503
AGO,2014,2022,USD,WEO,Apr-24,1.123231419
AGO,2015,2022,USD,WEO,Apr-24,0.887313555
AGO,2016,2022,USD,WEO,Apr-24,0.79268297
AGO,2017,2022,USD,WEO,Apr-24,0.957933493
AGO,2018,2022,USD,WEO,Apr-24,0.806282219
AGO,2019,2022,USD,WEO,Apr-24,0.67709391
AGO,2020,2022,USD,WEO,Apr-24,0.485115858
AGO,2021,2022,USD,WEO,Apr-24,0.628047135
AGO,2022,2022,USD,WEO,Apr-24,1
AGO,2023,2022,USD,WEO,Apr-24,0.764817583
AGO,2024,2022,USD,WEO,Apr-24,0.727900166
AGO,2025,2022,USD,WEO,Apr-24,0.730822295
AGO,2026,2022,USD,WEO,Apr-24,0.731412479
AGO,2027,2022,USD,WEO,Apr-24,0.749528947
AGO,2028,2022,USD,WEO,Apr-24,0.757975908
AGO,2029,2022,USD,WEO,Apr-24,0.767015854
ALB,1980,2022,USD,WEO,Apr-24,0.302813448
ALB,1981,2022,USD,WEO,Apr-24,0.328146219
ALB,1982,2022,USD,WEO,Apr-24,0.328483716
ALB,1983,2022,USD,WEO,Apr-24,0.328164466
ALB,1984,2022,USD,WEO,Apr-24,0.317706511
ALB,1985,2022,USD,WEO,Apr-24,0.329446293
ALB,1986,2022,USD,WEO,Apr-24,0.345053879
ALB,1987,2022,USD,WEO,Apr-24,0.345013004
ALB,1988,2022,USD,WEO,Apr-24,0.34500264
ALB,1989,2022,USD,WEO,Apr-24,0.345134286
ALB,1990,2022,USD,WEO,Apr-24,0.306482447
ALB,1991,2022,USD,WEO,Apr-24,0.255478702
ALB,1992,2022,USD,WEO,Apr-24,0.174102156
ALB,1993,2022,USD,WEO,Apr-24,0.275306355
ALB,1994,2022,USD,WEO,Apr-24,0.406672388
ALB,1995,2022,USD,WEO,Apr-24,0.455842481
ALB,1996,2022,USD,WEO,Apr-24,0.463923153
ALB,1997,2022,USD,WEO,Apr-24,0.367664411
ALB,1998,2022,USD,WEO,Apr-24,0.382851796
ALB,1999,2022,USD,WEO,Apr-24,0.425109804
ALB,2000,2022,USD,WEO,Apr-24,0.431439926
ALB,2001,2022,USD,WEO,Apr-24,0.449301587
ALB,2002,2022,USD,WEO,Apr-24,0.475757864
ALB,2003,2022,USD,WEO,Apr-24,0.58178817
ALB,2004,2022,USD,WEO,Apr-24,0.706052811
ALB,2005,2022,USD,WEO,Apr-24,0.749816002
ALB,2006,2022,USD,WEO,Apr-24,0.78223537
ALB,2007,2022,USD,WEO,Apr-24,0.885840861
ALB,2008,2022,USD,WEO,Apr-24,0.994140078
ALB,2009,2022,USD,WEO,Apr-24,0.899376343
ALB,2010,2022,USD,WEO,Apr-24,0.859523659
ALB,2011,2022,USD,WEO,Apr-24,0.905741349
ALB,2012,2022,USD,WEO,Apr-24,0.853266706
ALB,2013,2022,USD,WEO,Apr-24,0.876334478
ALB,2014,2022,USD,WEO,Apr-24,0.892177042
ALB,2015,2022,USD,WEO,Apr-24,0.750447401
ALB,2016,2022,USD,WEO,Apr-24,0.756535313
ALB,2017,2022,USD,WEO,Apr-24,0.802002831
ALB,2018,2022,USD,WEO,Apr-24,0.89529496
ALB,2019,2022,USD,WEO,Apr-24,0.890985656
ALB,2020,2022,USD,WEO,Apr-24,0.909024636
ALB,2021,2022,USD,WEO,Apr-24,0.988059789
ALB,2022,2022,USD,WEO,Apr-24,1
ALB,2023,2022,USD,WEO,Apr-24,1.153754459
ALB,2024,2022,USD,WEO,Apr-24,1.251568629
ALB,2025,2022,USD,WEO,Apr-24,1.280943371
ALB,2026,2022,USD,WEO,Apr-24,1.31939872
ALB,2027,2022,USD,WEO,Apr-24,1.357509192
ALB,2028,2022,USD,WEO,Apr-24,1.397512585
ALB,2029,2022,USD,WEO,Apr-24,1.439445311
AND,1980,2022,USD,WEO_est,Apr-24,0.358971761
AND,1981,2022,USD,WEO_est,Apr-24,0.368278878
AND,1982,2022,USD,WEO_est,Apr-24,0.377827303
AND,1983,2022,USD,WEO_est,Apr-24,0.387623291
AND,1984,2022,USD,WEO_est,Apr-24,0.397673262
AND,1985,2022,USD,WEO_est,Apr-24,0.407983799
AND,1986,2022,USD,WEO_est,Apr-24,0.41856166
AND,1987,2022,USD,WEO_est,Apr-24,0.429413774
AND,1988,2022,USD,WEO_est,Apr-24,0.440547253
AND,1989,2022,USD,WEO_est,Apr-24,0.451969391
AND,1990,2022,USD,WEO_est,Apr-24,0.463687673
AND,1991,2022,USD,WEO_est,Apr-24,0.475709776
AND,1992,2022,USD,WEO_est,Apr-24,0.488043579
AND,1993,2022,USD,WEO_est,Apr-24,0.500697162
AND,1994,2022,USD,WEO_est,Apr-24,0.513678816
AND,1995,2022,USD,WEO_est,Apr-24,0.526997048
AND,1996,2022,USD,WEO_est,Apr-24,0.540660584
AND,1997,2022,USD,WEO_est,Apr-24,0.554678376
AND,1998,2022,USD,WEO_est,Apr-24,0.56905961
AND,1999,2022,USD,WEO_est,Apr-24,0.583813709
AND,2000,2022,USD,WEO,Apr-24,0.598950339
AND,2001,2022,USD,WEO,Apr-24,0.599717718
AND,2002,2022,USD,WEO,Apr-24,0.651880539
AND,2003,2022,USD,WEO,Apr-24,0.805792957
AND,2004,2022,USD,WEO,Apr-24,0.913633111
AND,2005,2022,USD,WEO,Apr-24,0.945263805
AND,2006,2022,USD,WEO,Apr-24,0.986997515
AND,2007,2022,USD,WEO,Apr-24,1.111390049
AND,2008,2022,USD,WEO,Apr-24,1.215519671
AND,2009,2022,USD,WEO,Apr-24,1.155606867
AND,2010,2022,USD,WEO,Apr-24,1.105429862
AND,2011,2022,USD,WEO,Apr-24,1.16294366
AND,2012,2022,USD,WEO,Apr-24,1.076620723
AND,2013,2022,USD,WEO,Apr-24,1.117624457
AND,2014,2022,USD,WEO,Apr-24,1.115591765
AND,2015,2022,USD,WEO,Apr-24,0.938903866
AND,2016,2022,USD,WEO,Apr-24,0.939724494
AND,2017,2022,USD,WEO,Apr-24,0.968185625
AND,2018,2022,USD,WEO,Apr-24,1.024368675
AND,2019,2022,USD,WEO,Apr-24,0.984773381
AND,2020,2022,USD,WEO,Apr-24,1.013891646
AND,2021,2022,USD,WEO,Apr-24,1.079098415
AND,2022,2022,USD,WEO,Apr-24,1
AND,2023,2022,USD,WEO,Apr-24,1.079122939
AND,2024,2022,USD,WEO,Apr-24,1.108691458
AND,2025,2022,USD,WEO,Apr-24,1.130426879
AND,2026,2022,USD,WEO,Apr-24,1.148792369
AND,2027,2022,USD,WEO,Apr-24,1.166912294
AND,2028,2022,USD,WEO,Apr-24,1.18504991
AND,2029,2022,USD,WEO,Apr-24,1.202660676
ARE,1980,2022,USD,WEO,Apr-24,0.342543249
ARE,1981,2022,USD,WEO,Apr-24,0.353091584
ARE,1982,2022,USD,WEO,Apr-24,0.353776264
ARE,1983,2022,USD,WEO,Apr-24,0.342120442
ARE,1984,2022,USD,WEO,Apr-24,0.324703668
ARE,1985,2022,USD,WEO,Apr-24,0.326942406
ARE,1986,2022,USD,WEO,Apr-24,0.320941456
ARE,1987,2022,USD,WEO,Apr-24,0.334658688
ARE,1988,2022,USD,WEO,Apr-24,0.349312435
ARE,1989,2022,USD,WEO,Apr-24,0.348390401
ARE,1990,2022,USD,WEO,Apr-24,0.363384387
ARE,1991,2022,USD,WEO,Apr-24,0.345947775
ARE,1992,2022,USD,WEO,Apr-24,0.353445067
ARE,1993,2022,USD,WEO,Apr-24,0.353824281
ARE,1994,2022,USD,WEO,Apr-24,0.362455732
ARE,1995,2022,USD,WEO,Apr-24,0.375676457
ARE,1996,2022,USD,WEO,Apr-24,0.409370483
ARE,1997,2022,USD,WEO,Apr-24,0.399395221
ARE,1998,2022,USD,WEO,Apr-24,0.386360598
ARE,1999,2022,USD,WEO,Apr-24,0.417154832
ARE,2000,2022,USD,WEO,Apr-24,0.453074385
ARE,2001,2022,USD,WEO,Apr-24,0.448233384
ARE,2002,2022,USD,WEO,Apr-24,0.465135149
ARE,2003,2022,USD,WEO,Apr-24,0.484074795
ARE,2004,2022,USD,WEO,Apr-24,0.525187689
ARE,2005,2022,USD,WEO,Apr-24,0.612028885
ARE,2006,2022,USD,WEO,Apr-24,0.685249672
ARE,2007,2022,USD,WEO,Apr-24,0.771040856
ARE,2008,2022,USD,WEO,Apr-24,0.914025798
ARE,2009,2022,USD,WEO,Apr-24,0.775275075
ARE,2010,2022,USD,WEO,Apr-24,0.871825852
ARE,2011,2022,USD,WEO,Apr-24,0.986623091
ARE,2012,2022,USD,WEO,Apr-24,1.032798134
ARE,2013,2022,USD,WEO,Apr-24,1.022990768
ARE,2014,2022,USD,WEO,Apr-24,1.016151584
ARE,2015,2022,USD,WEO,Apr-24,0.850854308
ARE,2016,2022,USD,WEO,Apr-24,0.803808376
ARE,2017,2022,USD,WEO,Apr-24,0.84388972
ARE,2018,2022,USD,WEO,Apr-24,0.910864967
ARE,2019,2022,USD,WEO,Apr-24,0.881772726
ARE,2020,2022,USD,WEO,Apr-24,0.775682979
ARE,2021,2022,USD,WEO,Apr-24,0.883065158
ARE,2022,2022,USD,WEO,Apr-24,1
ARE,2023,2022,USD,WEO,Apr-24,0.961566816
ARE,2024,2022,USD,WEO,Apr-24,0.972439723
ARE,2025,2022,USD,WEO,Apr-24,0.9731996
ARE,2026,2022,USD,WEO,Apr-24,0.980044614
ARE,2027,2022,USD,WEO,Apr-24,0.99062196
ARE,2028,2022,USD,WEO,Apr-24,1.004139615
ARE,2029,2022,USD,WEO,Apr-24,1.019752448
ARG,1980,2022,USD,WEO,Apr-24,0.752542868
ARG,1981,2022,USD,WEO,Apr-24,0.648442908
ARG,1982,2022,USD,WEO,Apr-24,0.332466744
ARG,1983,2022,USD,WEO,Apr-24,0.395372428
ARG,1984,2022,USD,WEO,Apr-24,0.435217808
ARG,1985,2022,USD,WEO,Apr-24,0.353273077
ARG,1986,2022,USD,WEO,Apr-24,0.396477525
ARG,1987,2022,USD,WEO,Apr-24,0.396469343
ARG,1988,2022,USD,WEO,Apr-24,0.473659274
ARG,1989,2022,USD,WEO,Apr-24,0.326788343
ARG,1990,2022,USD,WEO,Apr-24,0.572956476
ARG,1991,2022,USD,WEO,Apr-24,0.695563851
ARG,1992,2022,USD,WEO,Apr-24,0.760941128
ARG,1993,2022,USD,WEO,Apr-24,0.740369715
ARG,1994,2022,USD,WEO,Apr-24,0.761507823
ARG,1995,2022,USD,WEO,Apr-24,0.785609836
ARG,1996,2022,USD,WEO,Apr-24,0.785196366
ARG,1997,2022,USD,WEO,Apr-24,0.781553228
ARG,1998,2022,USD,WEO,Apr-24,0.768226446
ARG,1999,2022,USD,WEO,Apr-24,0.754115032
ARG,2000,2022,USD,WEO,Apr-24,0.761937079
ARG,2001,2022,USD,WEO,Apr-24,0.753588966
ARG,2002,2022,USD,WEO,Apr-24,0.316583044
ARG,2003,2022,USD,WEO,Apr-24,0.368005792
ARG,2004,2022,USD,WEO,Apr-24,0.39122627
ARG,2005,2022,USD,WEO,Apr-24,0.434300601
ARG,2006,2022,USD,WEO,Apr-24,0.469768432
ARG,2007,2022,USD,WEO,Apr-24,0.53277548
ARG,2008,2022,USD,WEO,Apr-24,0.646483972
ARG,2009,2022,USD,WEO,Apr-24,0.63250859
ARG,2010,2022,USD,WEO,Apr-24,0.728993498
ARG,2011,2022,USD,WEO,Apr-24,0.854339508
ARG,2012,2022,USD,WEO,Apr-24,0.948300963
ARG,2013,2022,USD,WEO,Apr-24,0.976839171
ARG,2014,2022,USD,WEO,Apr-24,0.923596478
ARG,2015,2022,USD,WEO,Apr-24,1.024820437
ARG,2016,2022,USD,WEO,Apr-24,0.906998402
ARG,2017,2022,USD,WEO,Apr-24,1.020118312
ARG,2018,2022,USD,WEO,Apr-24,0.853225114
ARG,2019,2022,USD,WEO,Apr-24,0.741702694
ARG,2020,2022,USD,WEO,Apr-24,0.709799046
ARG,2021,2022,USD,WEO,Apr-24,0.811102309
ARG,2022,2022,USD,WEO,Apr-24,1
ARG,2023,2022,USD,WEO,Apr-24,1.054972464
ARG,2024,2022,USD,WEO,Apr-24,1.001078653
ARG,2025,2022,USD,WEO,Apr-24,0.881903459
ARG,2026,2022,USD,WEO,Apr-24,0.894598491
ARG,2027,2022,USD,WEO,Apr-24,0.914719625
ARG,2028,2022,USD,WEO,Apr-24,0.935084825
ARG,2029,2022,USD,WEO,Apr-24,0.956319917
ARM,1980,2022,USD,WEO_est,Apr-24,0.005689359
ARM,1981,2022,USD,WEO_est,Apr-24,0.006435498
ARM,1982,2022,USD,WEO_est,Apr-24,0.007279492
ARM,1983,2022,USD,WEO_est,Apr-24,0.008234172
ARM,1984,2022,USD,WEO_est,Apr-24,0.009314056
ARM,1985,2022,USD,WEO_est,Apr-24,0.010535562
ARM,1986,2022,USD,WEO_est,Apr-24,0.011917265
ARM,1987,2022,USD,WEO_est,Apr-24,0.013480174
ARM,1988,2022,USD,WEO_est,Apr-24,0.015248052
ARM,1989,2022,USD,WEO_est,Apr-24,0.017247782
ARM,1990,2022,USD,WEO_est,Apr-24,0.019509769
ARM,1991,2022,USD,WEO_est,Apr-24,0.022068409
ARM,1992,2022,USD,WEO,Apr-24,0.024962605
ARM,1993,2022,USD,WEO,Apr-24,0.224557183
ARM,1994,2022,USD,WEO,Apr-24,0.165338834
ARM,1995,2022,USD,WEO,Apr-24,0.303963878
ARM,1996,2022,USD,WEO,Apr-24,0.358641548
ARM,1997,2022,USD,WEO,Apr-24,0.356015335
ARM,1998,2022,USD,WEO,Apr-24,0.386719539
ARM,1999,2022,USD,WEO,Apr-24,0.365525705
ARM,2000,2022,USD,WEO,Apr-24,0.357854325
ARM,2001,2022,USD,WEO,Apr-24,0.362123871
ARM,2002,2022,USD,WEO,Apr-24,0.353841907
ARM,2003,2022,USD,WEO,Apr-24,0.366523932
ARM,2004,2022,USD,WEO,Apr-24,0.422788063
ARM,2005,2022,USD,WEO,Apr-24,0.507533524
ARM,2006,2022,USD,WEO,Apr-24,0.584147844
ARM,2007,2022,USD,WEO,Apr-24,0.740548119
ARM,2008,2022,USD,WEO,Apr-24,0.877167804
ARM,2009,2022,USD,WEO,Apr-24,0.75767861
ARM,2010,2022,USD,WEO,Apr-24,0.793833527
ARM,2011,2022,USD,WEO,Apr-24,0.830415362
ARM,2012,2022,USD,WEO,Apr-24,0.811573895
ARM,2013,2022,USD,WEO,Apr-24,0.821896917
ARM,2014,2022,USD,WEO,Apr-24,0.828164542
ARM,2015,2022,USD,WEO,Apr-24,0.729043539
ARM,2016,2022,USD,WEO,Apr-24,0.727142023
ARM,2017,2022,USD,WEO,Apr-24,0.739207889
ARM,2018,2022,USD,WEO,Apr-24,0.75924107
ARM,2019,2022,USD,WEO,Apr-24,0.771150617
ARM,2020,2022,USD,WEO,Apr-24,0.770961242
ARM,2021,2022,USD,WEO,Apr-24,0.800876763
ARM,2022,2022,USD,WEO,Apr-24,1
ARM,2023,2022,USD,WEO,Apr-24,1.138610713
ARM,2024,2022,USD,WEO,Apr-24,1.129764108
ARM,2025,2022,USD,WEO,Apr-24,1.147046484
ARM,2026,2022,USD,WEO,Apr-24,1.178507513
ARM,2027,2022,USD,WEO,Apr-24,1.210277291
ARM,2028,2022,USD,WEO,Apr-24,1.242974841
ARM,2029,2022,USD,WEO,Apr-24,1.277059702
ATG,1980,2022,USD,WEO,Apr-24,0.272593788
ATG,1981,2022,USD,WEO,Apr-24,0.296651307
ATG,1982,2022,USD,WEO,Apr-24,0.32900137
ATG,1983,2022,USD,WEO,Apr-24,0.346523743
ATG,1984,2022,USD,WEO,Apr-24,0.35948544
ATG,1985,2022,USD,WEO,Apr-24,0.386941388
ATG,1986,2022,USD,WEO,Apr-24,0.417617356
ATG,1987,2022,USD,WEO,Apr-24,0.455142431
ATG,1988,2022,USD,WEO,Apr-24,0.512173127
ATG,1989,2022,USD,WEO,Apr-24,0.535399616
ATG,1990,2022,USD,WEO,Apr-24,0.543423483
ATG,1991,2022,USD,WEO,Apr-24,0.558495408
ATG,1992,2022,USD,WEO,Apr-24,0.571574546
ATG,1993,2022,USD,WEO,Apr-24,0.582076733
ATG,1994,2022,USD,WEO,Apr-24,0.600724065
ATG,1995,2022,USD,WEO,Apr-24,0.615312845
ATG,1996,2022,USD,WEO,Apr-24,0.634202248
ATG,1997,2022,USD,WEO,Apr-24,0.645881088
ATG,1998,2022,USD,WEO,Apr-24,0.659267376
ATG,1999,2022,USD,WEO,Apr-24,0.668871249
ATG,2000,2022,USD,WEO,Apr-24,0.679136421
ATG,2001,2022,USD,WEO,Apr-24,0.68909949
ATG,2002,2022,USD,WEO,Apr-24,0.694024163
ATG,2003,2022,USD,WEO,Apr-24,0.688029114
ATG,2004,2022,USD,WEO,Apr-24,0.699150532
ATG,2005,2022,USD,WEO,Apr-24,0.730147917
ATG,2006,2022,USD,WEO,Apr-24,0.733318913
ATG,2007,2022,USD,WEO,Apr-24,0.760615762
ATG,2008,2022,USD,WEO,Apr-24,0.793746763
ATG,2009,2022,USD,WEO,Apr-24,0.808154754
ATG,2010,2022,USD,WEO,Apr-24,0.820499726
ATG,2011,2022,USD,WEO,Apr-24,0.828882444
ATG,2012,2022,USD,WEO,Apr-24,0.845529971
ATG,2013,2022,USD,WEO,Apr-24,0.837173828
ATG,2014,2022,USD,WEO,Apr-24,0.853671842
ATG,2015,2022,USD,WEO,Apr-24,0.879456968
ATG,2016,2022,USD,WEO,Apr-24,0.895983156
ATG,2017,2022,USD,WEO,Apr-24,0.887411726
ATG,2018,2022,USD,WEO,Apr-24,0.908249794
ATG,2019,2022,USD,WEO,Apr-24,0.908400995
ATG,2020,2022,USD,WEO,Apr-24,0.930867543
ATG,2021,2022,USD,WEO,Apr-24,0.963051757
ATG,2022,2022,USD,WEO,Apr-24,1
ATG,2023,2022,USD,WEO,Apr-24,1.049932772
ATG,2024,2022,USD,WEO,Apr-24,1.077415436
ATG,2025,2022,USD,WEO,Apr-24,1.099411232
ATG,2026,2022,USD,WEO,Apr-24,1.121528707
ATG,2027,2022,USD,WEO,Apr-24,1.143553868
ATG,2028,2022,USD,WEO,Apr-24,1.166584397
ATG,2029,2022,USD,WEO,Apr-24,1.189564603
AUS,1980,2022,USD,WEO,Apr-24,0.335122427
AUS,1981,2022,USD,WEO,Apr-24,0.372184814
AUS,1982,2022,USD,WEO,Apr-24,0.369264202
AUS,1983,2022,USD,WEO,Apr-24,0.356004404
AUS,1984,2022,USD,WEO,Apr-24,0.367695011
AUS,1985,2022,USD,WEO,Apr-24,0.308431258
AUS,1986,2022,USD,WEO,Apr-24,0.313307821
AUS,1987,2022,USD,WEO,Apr-24,0.35073866
AUS,1988,2022,USD,WEO,Apr-24,0.427980949
AUS,1989,2022,USD,WEO,Apr-24,0.465119033
AUS,1990,2022,USD,WEO,Apr-24,0.481534641
AUS,1991,2022,USD,WEO,Apr-24,0.48694438
AUS,1992,2022,USD,WEO,Apr-24,0.465366496
AUS,1993,2022,USD,WEO,Apr-24,0.43540524
AUS,1994,2022,USD,WEO,Apr-24,0.474437005
AUS,1995,2022,USD,WEO,Apr-24,0.49434222
AUS,1996,2022,USD,WEO,Apr-24,0.532507112
AUS,1997,2022,USD,WEO,Apr-24,0.510797792
AUS,1998,2022,USD,WEO,Apr-24,0.436449773
AUS,1999,2022,USD,WEO,Apr-24,0.451498218
AUS,2000,2022,USD,WEO,Apr-24,0.425423073
AUS,2001,2022,USD,WEO,Apr-24,0.391447546
AUS,2023,2022,USD,OECD,Apr-24,0.9923705
AUS,2024,2022,USD,WEO,Apr-24,1.00230529
AUS,2025,2022,USD,WEO,Apr-24,1.022207752
AUS,2026,2022,USD,WEO,Apr-24,1.042176292
AUS,2027,2022,USD,WEO,Apr-24,1.059869721
AUS,2028,2022,USD,WEO,Apr-24,1.083215456
