ISO,year,base_year,currency,source,ver,gdp_defl
GHA,1995,2022,USD,WEO,Apr-24,0.853486634
GHA,1996,2022,USD,WEO,Apr-24,0.863291279
GHA,1997,2022,USD,WEO,Apr-24,0.832432584
GHA,1998,2022,USD,WEO,Apr-24,0.86157956
GHA,1999,2022,USD,WEO,Apr-24,0.853059142
GHA,2000,2022,USD,WEO,Apr-24,0.531630532
GHA,2001,2022,USD,WEO,Apr-24,0.546135597
GHA,2002,2022,USD,WEO,Apr-24,0.606137264
GHA,2003,2022,USD,WEO,Apr-24,0.711557189
GHA,2004,2022,USD,WEO,Apr-24,0.781914339
GHA,2005,2022,USD,WEO,Apr-24,0.891883809
GHA,2006,2022,USD,WEO,Apr-24,0.98961013
GHA,2007,2022,USD,WEO,Apr-24,1.120757933
GHA,2008,2022,USD,WEO,Apr-24,1.167517729
GHA,2009,2022,USD,WEO,Apr-24,0.988772515
GHA,2010,2022,USD,WEO,Apr-24,1.148884926
GHA,2011,2022,USD,WEO,Apr-24,1.253097999
GHA,2012,2022,USD,WEO,Apr-24,1.220188625
GHA,2013,2022,USD,WEO,Apr-24,1.274835386
GHA,2014,2022,USD,WEO,Apr-24,1.056212379
GHA,2015,2022,USD,WEO,Apr-24,0.941907946
GHA,2016,2022,USD,WEO,Apr-24,1.034790857
GHA,2017,2022,USD,WEO,Apr-24,1.02928612
GHA,2018,2022,USD,WEO,Apr-24,1.079525573
GHA,2019,2022,USD,WEO,Apr-24,1.030048988
GHA,2020,2022,USD,WEO,Apr-24,1.04959418
GHA,2021,2022,USD,WEO,Apr-24,1.135737126
GHA,2022,2022,USD,WEO,Apr-24,1
GHA,2023,2022,USD,WEO,Apr-24,1.032514811
GHA,2024,2022,USD,WEO,Apr-24,0.990992056
GHA,2025,2022,USD,WEO,Apr-24,0.959168343
GHA,2026,2022,USD,WEO,Apr-24,0.974868634
GHA,2027,2022,USD,WEO,Apr-24,0.989958005
GHA,2028,2022,USD,WEO,Apr-24,1.005936257
GHA,2029,2022,USD,WEO,Apr-24,1.023569393
GIN,1980,2022,USD,WEO,Apr-24,0.654132408
GIN,1981,2022,USD,WEO,Apr-24,0.645019242
GIN,1982,2022,USD,WEO,Apr-24,0.621373006
GIN,1983,2022,USD,WEO,Apr-24,0.600001245
GIN,1984,2022,USD,WEO,Apr-24,0.602857239
GIN,1985,2022,USD,WEO,Apr-24,0.610172899
GIN,1986,2022,USD,WEO,Apr-24,0.640081021
GIN,1987,2022,USD,WEO,Apr-24,0.657853489
GIN,1988,2022,USD,WEO,Apr-24,0.72275377
GIN,1989,2022,USD,WEO,Apr-24,0.708972487
GIN,1990,2022,USD,WEO,Apr-24,0.74505564
GIN,1991,2022,USD,WEO,Apr-24,0.821931468
GIN,1992,2022,USD,WEO,Apr-24,0.867027854
GIN,1993,2022,USD,WEO,Apr-24,0.823918667
GIN,1994,2022,USD,WEO,Apr-24,0.817402091
GIN,1995,2022,USD,WEO,Apr-24,0.852523678
GIN,1996,2022,USD,WEO,Apr-24,0.844217729
GIN,1997,2022,USD,WEO,Apr-24,0.786923434
GIN,1998,2022,USD,WEO,Apr-24,0.728810144
GIN,1999,2022,USD,WEO,Apr-24,0.67328136
GIN,2000,2022,USD,WEO,Apr-24,0.552934419
GIN,2001,2022,USD,WEO,Apr-24,0.50265005
GIN,2002,2022,USD,WEO,Apr-24,0.505088856
GIN,2003,2022,USD,WEO,Apr-24,0.590269961
GIN,2004,2022,USD,WEO,Apr-24,0.60743614
GIN,2005,2022,USD,WEO,Apr-24,0.530220087
GIN,2006,2022,USD,WEO,Apr-24,0.479647595
GIN,2007,2022,USD,WEO,Apr-24,0.680873094
GIN,2008,2022,USD,WEO,Apr-24,0.720962792
GIN,2009,2022,USD,WEO,Apr-24,0.709835113
GIN,2010,2022,USD,WEO,Apr-24,0.691689699
GIN,2011,2022,USD,WEO,Apr-24,0.646996059
GIN,2012,2022,USD,WEO,Apr-24,0.666056645
GIN,2013,2022,USD,WEO,Apr-24,0.726560784
GIN,2014,2022,USD,WEO,Apr-24,0.73420137
GIN,2015,2022,USD,WEO,Apr-24,0.708193351
GIN,2016,2022,USD,WEO,Apr-24,0.625520154
GIN,2017,2022,USD,WEO,Apr-24,0.680542814
GIN,2018,2022,USD,WEO,Apr-24,0.734801527
GIN,2019,2022,USD,WEO,Apr-24,0.788783108
GIN,2020,2022,USD,WEO,Apr-24,0.789547565
GIN,2021,2022,USD,WEO,Apr-24,0.86621218
GIN,2022,2022,USD,WEO,Apr-24,1
GIN,2023,2022,USD,WEO,Apr-24,1.111053531
GIN,2024,2022,USD,WEO,Apr-24,1.180883596
GIN,2025,2022,USD,WEO,Apr-24,1.195999169
GIN,2026,2022,USD,WEO,Apr-24,1.206190874
GIN,2027,2022,USD,WEO,Apr-24,1.222695743
GIN,2028,2022,USD,WEO,Apr-24,1.239028683
GIN,2029,2022,USD,WEO,Apr-24,1.247966541
GMB,1980,2022,USD,WEO,Apr-24,1.025014135
GMB,1981,2022,USD,WEO,Apr-24,1.082424472
GMB,1982,2022,USD,WEO,Apr-24,0.848359816
GMB,1983,2022,USD,WEO,Apr-24,0.751426313
GMB,1984,2022,USD,WEO,Apr-24,0.584590869
GMB,1985,2022,USD,WEO,Apr-24,0.686497189
GMB,1986,2022,USD,WEO,Apr-24,0.523157339
GMB,1987,2022,USD,WEO,Apr-24,0.682153166
GMB,1988,2022,USD,WEO,Apr-24,0.778534271
GMB,1989,2022,USD,WEO,Apr-24,0.783207558
GMB,1990,2022,USD,WEO,Apr-24,0.870132142
GMB,1991,2022,USD,WEO,Apr-24,0.897779949
GMB,1992,2022,USD,WEO,Apr-24,0.951875744
GMB,1993,2022,USD,WEO,Apr-24,0.981579595
GMB,1994,2022,USD,WEO,Apr-24,1.00684853
GMB,1995,2022,USD,WEO,Apr-24,1.018179558
GMB,1996,2022,USD,WEO,Apr-24,1.032965949
GMB,1997,2022,USD,WEO,Apr-24,1.055024515
GMB,1998,2022,USD,WEO,Apr-24,1.016835247
GMB,1999,2022,USD,WEO,Apr-24,0.98125444
GMB,2000,2022,USD,WEO,Apr-24,0.906541922
GMB,2001,2022,USD,WEO,Apr-24,0.850435819
GMB,2002,2022,USD,WEO,Apr-24,0.778095677
GMB,2003,2022,USD,WEO,Apr-24,0.691934353
GMB,2004,2022,USD,WEO,Apr-24,0.737635733
GMB,2005,2022,USD,WEO,Apr-24,0.807228779
GMB,2006,2022,USD,WEO,Apr-24,0.832272506
GMB,2007,2022,USD,WEO,Apr-24,0.980881204
GMB,2008,2022,USD,WEO,Apr-24,1.126507297
GMB,2009,2022,USD,WEO,Apr-24,0.980381196
GMB,2010,2022,USD,WEO,Apr-24,0.985063279
GMB,2011,2022,USD,WEO,Apr-24,0.979813909
GMB,2012,2022,USD,WEO,Apr-24,0.934311802
GMB,2013,2022,USD,WEO,Apr-24,0.883186503
GMB,2014,2022,USD,WEO,Apr-24,0.800091748
GMB,2015,2022,USD,WEO,Apr-24,0.847718633
GMB,2016,2022,USD,WEO,Apr-24,0.902136716
GMB,2017,2022,USD,WEO,Apr-24,0.877021524
GMB,2018,2022,USD,WEO,Apr-24,0.90738773
GMB,2019,2022,USD,WEO,Apr-24,0.92825042
GMB,2020,2022,USD,WEO,Apr-24,0.924329577
GMB,2021,2022,USD,WEO,Apr-24,0.9927382
GMB,2022,2022,USD,WEO,Apr-24,1
GMB,2023,2022,USD,WEO,Apr-24,1.035490971
GMB,2024,2022,USD,WEO,Apr-24,1.111848083
GMB,2025,2022,USD,WEO,Apr-24,1.172736467
GMB,2026,2022,USD,WEO,Apr-24,1.198416937
GMB,2027,2022,USD,WEO,Apr-24,1.205510916
GMB,2028,2022,USD,WEO,Apr-24,1.215948048
GMB,2029,2022,USD,WEO,Apr-24,1.246048934
GNB,1980,2022,USD,WEO,Apr-24,0.571241122
GNB,1981,2022,USD,WEO,Apr-24,0.735007101
GNB,1982,2022,USD,WEO,Apr-24,0.8026093
GNB,1983,2022,USD,WEO,Apr-24,0.937429411
GNB,1984,2022,USD,WEO,Apr-24,0.617314454
GNB,1985,2022,USD,WEO,Apr-24,0.869861153
GNB,1986,2022,USD,WEO,Apr-24,0.858719538
GNB,1987,2022,USD,WEO,Apr-24,0.687944586
GNB,1988,2022,USD,WEO,Apr-24,0.629302387
GNB,1989,2022,USD,WEO,Apr-24,0.73402904
GNB,1990,2022,USD,WEO,Apr-24,0.856640932
GNB,1991,2022,USD,WEO,Apr-24,1.124645383
GNB,1992,2022,USD,WEO,Apr-24,1.195449032
GNB,1993,2022,USD,WEO,Apr-24,0.902194445
GNB,1994,2022,USD,WEO,Apr-24,0.484409868
GNB,1995,2022,USD,WEO,Apr-24,1.003656791
GNB,1996,2022,USD,WEO,Apr-24,0.921400177
GNB,1997,2022,USD,WEO,Apr-24,0.825888579
GNB,1998,2022,USD,WEO,Apr-24,0.895501475
GNB,1999,2022,USD,WEO,Apr-24,0.751058869
GNB,2000,2022,USD,WEO,Apr-24,0.50208922
GNB,2001,2022,USD,WEO,Apr-24,0.50482589
GNB,2002,2022,USD,WEO,Apr-24,0.549530015
GNB,2003,2022,USD,WEO,Apr-24,0.6539951
GNB,2004,2022,USD,WEO,Apr-24,0.68031808
GNB,2005,2022,USD,WEO,Apr-24,0.702060906
GNB,2006,2022,USD,WEO,Apr-24,0.678480968
GNB,2007,2022,USD,WEO,Apr-24,0.784478252
GNB,2008,2022,USD,WEO,Apr-24,0.949857938
GNB,2009,2022,USD,WEO,Apr-24,0.864896287
GNB,2010,2022,USD,WEO,Apr-24,0.866896829
GNB,2011,2022,USD,WEO,Apr-24,0.98615623
GNB,2012,2022,USD,WEO,Apr-24,0.910553742
GNB,2013,2022,USD,WEO,Apr-24,0.932231913
GNB,2014,2022,USD,WEO,Apr-24,0.944949216
GNB,2015,2022,USD,WEO,Apr-24,0.903659696
GNB,2016,2022,USD,WEO,Apr-24,0.926590229
GNB,2017,2022,USD,WEO,Apr-24,1.043336653
GNB,2018,2022,USD,WEO,Apr-24,1.064385411
GNB,2019,2022,USD,WEO,Apr-24,0.974009512
GNB,2020,2022,USD,WEO,Apr-24,0.982847394
GNB,2021,2022,USD,WEO,Apr-24,1.046245635
GNB,2022,2022,USD,WEO,Apr-24,1
GNB,2023,2022,USD,WEO,Apr-24,1.099904142
GNB,2024,2022,USD,WEO,Apr-24,1.144353581
GNB,2025,2022,USD,WEO,Apr-24,1.175995511
GNB,2026,2022,USD,WEO,Apr-24,1.206371956
GNB,2027,2022,USD,WEO,Apr-24,1.238082305
GNB,2028,2022,USD,WEO,Apr-24,1.270964668
GNB,2029,2022,USD,WEO,Apr-24,1.296615004
GNQ,1980,2022,USD,WEO,Apr-24,0.312974437
GNQ,1981,2022,USD,WEO,Apr-24,0.277409765
GNQ,1982,2022,USD,WEO,Apr-24,0.316671617
GNQ,1983,2022,USD,WEO,Apr-24,0.344663461
GNQ,1984,2022,USD,WEO,Apr-24,0.37533517
GNQ,1985,2022,USD,WEO,Apr-24,0.55909438
GNQ,1986,2022,USD,WEO,Apr-24,0.703943916
GNQ,1987,2022,USD,WEO,Apr-24,0.822176875
GNQ,1988,2022,USD,WEO,Apr-24,0.858636076
GNQ,1989,2022,USD,WEO,Apr-24,0.767047079
GNQ,1990,2022,USD,WEO,Apr-24,0.947553532
GNQ,1991,2022,USD,WEO,Apr-24,0.952285016
GNQ,1992,2022,USD,WEO,Apr-24,0.867870309
GNQ,1993,2022,USD,WEO,Apr-24,0.795501297
GNQ,1994,2022,USD,WEO,Apr-24,0.504469062
GNQ,1995,2022,USD,WEO,Apr-24,0.561584535
GNQ,1996,2022,USD,WEO,Apr-24,0.600704734
GNQ,1997,2022,USD,WEO,Apr-24,0.461671771
GNQ,1998,2022,USD,WEO,Apr-24,0.309409377
GNQ,1999,2022,USD,WEO,Apr-24,0.410588955
GNQ,2000,2022,USD,WEO,Apr-24,0.306317579
GNQ,2001,2022,USD,WEO,Apr-24,0.276478606
GNQ,2002,2022,USD,WEO,Apr-24,0.285942524
GNQ,2003,2022,USD,WEO,Apr-24,0.454542789
GNQ,2004,2022,USD,WEO,Apr-24,0.550839522
GNQ,2005,2022,USD,WEO,Apr-24,0.699960698
GNQ,2006,2022,USD,WEO,Apr-24,0.810403864
GNQ,2007,2022,USD,WEO,Apr-24,0.911465312
GNQ,2008,2022,USD,WEO,Apr-24,1.17223528
GNQ,2009,2022,USD,WEO,Apr-24,0.880095889
GNQ,2010,2022,USD,WEO,Apr-24,1.044852117
GNQ,2011,2022,USD,WEO,Apr-24,1.28406542
GNQ,2012,2022,USD,WEO,Apr-24,1.242743832
GNQ,2013,2022,USD,WEO,Apr-24,1.270901579
GNQ,2014,2022,USD,WEO,Apr-24,1.25503911
GNQ,2015,2022,USD,WEO,Apr-24,0.836493594
GNQ,2016,2022,USD,WEO,Apr-24,0.782111719
GNQ,2017,2022,USD,WEO,Apr-24,0.899912388
GNQ,2018,2022,USD,WEO,Apr-24,1.030255961
GNQ,2019,2022,USD,WEO,Apr-24,0.945779748
GNQ,2020,2022,USD,WEO,Apr-24,0.864846443
GNQ,2021,2022,USD,WEO,Apr-24,1.076506479
GNQ,2022,2022,USD,WEO,Apr-24,1
GNQ,2023,2022,USD,WEO,Apr-24,0.92923094
GNQ,2024,2022,USD,WEO,Apr-24,0.96304487
GNQ,2025,2022,USD,WEO,Apr-24,1.011751816
GNQ,2026,2022,USD,WEO,Apr-24,1.063421322
GNQ,2027,2022,USD,WEO,Apr-24,1.094437847
GNQ,2028,2022,USD,WEO,Apr-24,1.133630602
GNQ,2029,2022,USD,WEO,Apr-24,1.158141202
GRC,1980,2022,USD,WEO,Apr-24,0.374599039
GRC,1981,2022,USD,WEO,Apr-24,0.35111824
GRC,1982,2022,USD,WEO,Apr-24,0.370476024
GRC,1983,2022,USD,WEO,Apr-24,0.338514197
GRC,1984,2022,USD,WEO,Apr-24,0.323330577
GRC,1985,2022,USD,WEO,Apr-24,0.312839668
GRC,1986,2022,USD,WEO,Apr-24,0.366327842
GRC,1987,2022,USD,WEO,Apr-24,0.436304661
GRC,1988,2022,USD,WEO,Apr-24,0.48693343
GRC,1989,2022,USD,WEO,Apr-24,0.486312291
GRC,1990,2022,USD,WEO,Apr-24,0.601143356
GRC,1991,2022,USD,WEO,Apr-24,0.628707295
GRC,1992,2022,USD,WEO,Apr-24,0.688385182
GRC,1993,2022,USD,WEO,Apr-24,0.654857772
GRC,1994,2022,USD,WEO,Apr-24,0.687102685
GRC,1995,2022,USD,WEO,Apr-24,0.789842361
GRC,1996,2022,USD,WEO,Apr-24,0.817944621
GRC,1997,2022,USD,WEO,Apr-24,0.769183897
GRC,1998,2022,USD,WEO,Apr-24,0.747150254
GRC,1999,2022,USD,WEO,Apr-24,0.7487694
GRC,2000,2022,USD,WEO,Apr-24,0.637511987
GRC,2001,2022,USD,WEO,Apr-24,0.631258122
GRC,2023,2022,USD,OECD,Apr-24,1.085816819
GRC,2024,2022,USD,WEO,Apr-24,1.104195863
GRC,2025,2022,USD,WEO,Apr-24,1.127311822
GRC,2026,2022,USD,WEO,Apr-24,1.14918048
GRC,2027,2022,USD,WEO,Apr-24,1.170627126
GRC,2028,2022,USD,WEO,Apr-24,1.19289591
GRC,2029,2022,USD,WEO,Apr-24,1.216074958
GRD,1980,2022,USD,WEO,Apr-24,0.305730674
GRD,1981,2022,USD,WEO,Apr-24,0.315168756
GRD,1982,2022,USD,WEO,Apr-24,0.326223505
GRD,1983,2022,USD,WEO,Apr-24,0.333503095
GRD,1984,2022,USD,WEO,Apr-24,0.354813381
GRD,1985,2022,USD,WEO,Apr-24,0.385211921
GRD,1986,2022,USD,WEO,Apr-24,0.401526186
GRD,1987,2022,USD,WEO,Apr-24,0.420995279
GRD,1988,2022,USD,WEO,Apr-24,0.449022259
GRD,1989,2022,USD,WEO,Apr-24,0.489604653
GRD,1990,2022,USD,WEO,Apr-24,0.48903563
GRD,1991,2022,USD,WEO,Apr-24,0.522066408
GRD,1992,2022,USD,WEO,Apr-24,0.542083506
GRD,1993,2022,USD,WEO,Apr-24,0.552898195
GRD,1994,2022,USD,WEO,Apr-24,0.569189628
GRD,1995,2022,USD,WEO,Apr-24,0.586092043
GRD,1996,2022,USD,WEO,Apr-24,0.602508984
GRD,1997,2022,USD,WEO,Apr-24,0.613397223
GRD,1998,2022,USD,WEO,Apr-24,0.62419131
GRD,1999,2022,USD,WEO,Apr-24,0.630555393
GRD,2000,2022,USD,WEO,Apr-24,0.64748506
GRD,2001,2022,USD,WEO,Apr-24,0.660860885
GRD,2002,2022,USD,WEO,Apr-24,0.663468562
GRD,2003,2022,USD,WEO,Apr-24,0.663350035
GRD,2004,2022,USD,WEO,Apr-24,0.676707691
GRD,2005,2022,USD,WEO,Apr-24,0.693158721
GRD,2006,2022,USD,WEO,Apr-24,0.726143014
GRD,2007,2022,USD,WEO,Apr-24,0.742973208
GRD,2008,2022,USD,WEO,Apr-24,0.800965306
GRD,2009,2022,USD,WEO,Apr-24,0.80057424
GRD,2010,2022,USD,WEO,Apr-24,0.804686186
GRD,2011,2022,USD,WEO,Apr-24,0.806863215
GRD,2012,2022,USD,WEO,Apr-24,0.838296668
GRD,2013,2022,USD,WEO,Apr-24,0.863064468
GRD,2014,2022,USD,WEO,Apr-24,0.868889116
GRD,2015,2022,USD,WEO,Apr-24,0.893338131
GRD,2016,2022,USD,WEO,Apr-24,0.917273795
GRD,2017,2022,USD,WEO,Apr-24,0.931215414
GRD,2018,2022,USD,WEO,Apr-24,0.924792692
GRD,2019,2022,USD,WEO,Apr-24,0.95478166
GRD,2020,2022,USD,WEO,Apr-24,0.951927165
GRD,2021,2022,USD,WEO,Apr-24,0.979053477
GRD,2022,2022,USD,WEO,Apr-24,1
GRD,2023,2022,USD,WEO,Apr-24,1.029475552
GRD,2024,2022,USD,WEO,Apr-24,1.04660195
GRD,2025,2022,USD,WEO,Apr-24,1.067691316
GRD,2026,2022,USD,WEO,Apr-24,1.091908544
GRD,2027,2022,USD,WEO,Apr-24,1.116158513
GRD,2028,2022,USD,WEO,Apr-24,1.140989701
GRD,2029,2022,USD,WEO,Apr-24,1.166281296
GTM,1980,2022,USD,WEO,Apr-24,0.270078964
GTM,1981,2022,USD,WEO,Apr-24,0.293141418
GTM,1982,2022,USD,WEO,Apr-24,0.307798753
GTM,1983,2022,USD,WEO,Apr-24,0.327800576
GTM,1984,2022,USD,WEO,Apr-24,0.341296184
GTM,1985,2022,USD,WEO,Apr-24,0.405357383
GTM,1986,2022,USD,WEO,Apr-24,0.218950172
GTM,1987,2022,USD,WEO,Apr-24,0.244800706
GTM,1988,2022,USD,WEO,Apr-24,0.255182774
GTM,1989,2022,USD,WEO,Apr-24,0.283025561
GTM,1990,2022,USD,WEO,Apr-24,0.241613692
GTM,1991,2022,USD,WEO,Apr-24,0.285601048
GTM,1992,2022,USD,WEO,Apr-24,0.301732202
GTM,1993,2022,USD,WEO,Apr-24,0.31791759
GTM,1994,2022,USD,WEO,Apr-24,0.347130413
GTM,1995,2022,USD,WEO,Apr-24,0.374269393
GTM,1996,2022,USD,WEO,Apr-24,0.388485172
GTM,1997,2022,USD,WEO,Apr-24,0.42272018
GTM,1998,2022,USD,WEO,Apr-24,0.439326785
GTM,1999,2022,USD,WEO,Apr-24,0.399808214
GTM,2000,2022,USD,WEO,Apr-24,0.405773697
GTM,2001,2022,USD,WEO,Apr-24,0.428540088
GTM,2002,2022,USD,WEO,Apr-24,0.458472847
GTM,2003,2022,USD,WEO,Apr-24,0.47084435
GTM,2004,2022,USD,WEO,Apr-24,0.49378442
GTM,2005,2022,USD,WEO,Apr-24,0.53941532
GTM,2006,2022,USD,WEO,Apr-24,0.568871744
GTM,2007,2022,USD,WEO,Apr-24,0.598529955
GTM,2008,2022,USD,WEO,Apr-24,0.665694565
GTM,2009,2022,USD,WEO,Apr-24,0.625573155
GTM,2010,2022,USD,WEO,Apr-24,0.663981211
GTM,2011,2022,USD,WEO,Apr-24,0.728476751
GTM,2012,2022,USD,WEO,Apr-24,0.744473865
GTM,2013,2022,USD,WEO,Apr-24,0.76235879
GTM,2014,2022,USD,WEO,Apr-24,0.796674529
GTM,2015,2022,USD,WEO,Apr-24,0.822855463
GTM,2016,2022,USD,WEO,Apr-24,0.851065614
GTM,2017,2022,USD,WEO,Apr-24,0.895528889
GTM,2018,2022,USD,WEO,Apr-24,0.886663227
GTM,2019,2022,USD,WEO,Apr-24,0.896875778
GTM,2020,2022,USD,WEO,Apr-24,0.91984571
GTM,2021,2022,USD,WEO,Apr-24,0.942951543
GTM,2022,2022,USD,WEO,Apr-24,1
GTM,2023,2022,USD,WEO,Apr-24,1.037959232
GTM,2024,2022,USD,WEO,Apr-24,1.081477203
GTM,2025,2022,USD,WEO,Apr-24,1.11824829
GTM,2026,2022,USD,WEO,Apr-24,1.156847835
GTM,2027,2022,USD,WEO,Apr-24,1.196890042
GTM,2028,2022,USD,WEO,Apr-24,1.238574986
GTM,2029,2022,USD,WEO,Apr-24,1.281705524
GUY,1980,2022,USD,WEO,Apr-24,0.33079449
GUY,1981,2022,USD,WEO,Apr-24,0.315662967
GUY,1982,2022,USD,WEO,Apr-24,0.296704219
GUY,1983,2022,USD,WEO,Apr-24,0.340576721
GUY,1984,2022,USD,WEO,Apr-24,0.310218035
GUY,1985,2022,USD,WEO,Apr-24,0.329408996
GUY,1986,2022,USD,WEO,Apr-24,0.3737637
GUY,1987,2022,USD,WEO,Apr-24,0.345315798
GUY,1988,2022,USD,WEO,Apr-24,0.417733954
GUY,1989,2022,USD,WEO,Apr-24,0.4415839
GUY,1990,2022,USD,WEO,Apr-24,0.374846549
GUY,1991,2022,USD,WEO,Apr-24,0.383993174
GUY,1992,2022,USD,WEO,Apr-24,0.394185715
GUY,1993,2022,USD,WEO,Apr-24,0.443987461
GUY,1994,2022,USD,WEO,Apr-24,0.47986537
GUY,1995,2022,USD,WEO,Apr-24,0.517368027
GUY,1996,2022,USD,WEO,Apr-24,0.537885416
GUY,1997,2022,USD,WEO,Apr-24,0.537727605
GUY,1998,2022,USD,WEO,Apr-24,0.517075635
GUY,1999,2022,USD,WEO,Apr-24,0.498066756
GUY,2000,2022,USD,WEO,Apr-24,0.507910655
GUY,2001,2022,USD,WEO,Apr-24,0.499008072
GUY,2002,2022,USD,WEO,Apr-24,0.510068536
GUY,2003,2022,USD,WEO,Apr-24,0.525632338
GUY,2004,2022,USD,WEO,Apr-24,0.538658072
GUY,2005,2022,USD,WEO,Apr-24,0.567559495
GUY,2006,2022,USD,WEO,Apr-24,0.598850376
GUY,2007,2022,USD,WEO,Apr-24,0.655629416
GUY,2008,2022,USD,WEO,Apr-24,0.719780226
GUY,2009,2022,USD,WEO,Apr-24,0.726023499
GUY,2010,2022,USD,WEO,Apr-24,0.774129623
GUY,2011,2022,USD,WEO,Apr-24,0.845778074
GUY,2012,2022,USD,WEO,Apr-24,0.983035832
GUY,2013,2022,USD,WEO,Apr-24,0.972900351
GUY,2014,2022,USD,WEO,Apr-24,0.947587175
GUY,2015,2022,USD,WEO,Apr-24,0.975775375
GUY,2016,2022,USD,WEO,Apr-24,0.984573593
GUY,2017,2022,USD,WEO,Apr-24,1.005238307
GUY,2018,2022,USD,WEO,Apr-24,0.970602577
GUY,2019,2022,USD,WEO,Apr-24,0.995558571
GUY,2020,2022,USD,WEO,Apr-24,0.733695302
GUY,2021,2022,USD,WEO,Apr-24,0.855840496
GUY,2022,2022,USD,WEO,Apr-24,1
GUY,2023,2022,USD,WEO,Apr-24,0.882587666
GUY,2024,2022,USD,WEO,Apr-24,0.81875517
GUY,2025,2022,USD,WEO,Apr-24,0.771317607
GUY,2026,2022,USD,WEO,Apr-24,0.753358926
GUY,2027,2022,USD,WEO,Apr-24,0.644105391
GUY,2028,2022,USD,WEO,Apr-24,0.588926934
GUY,2029,2022,USD,WEO,Apr-24,0.54700959
HKG,1980,2022,USD,WEO,Apr-24,0.402287795
HKG,1981,2022,USD,WEO,Apr-24,0.396412344
HKG,1982,2022,USD,WEO,Apr-24,0.400627584
HKG,1983,2022,USD,WEO,Apr-24,0.349997455
HKG,1984,2022,USD,WEO,Apr-24,0.35651585
HKG,1985,2022,USD,WEO,Apr-24,0.377107798
HKG,1986,2022,USD,WEO,Apr-24,0.39053121
HKG,1987,2022,USD,WEO,Apr-24,0.424441407
HKG,1988,2022,USD,WEO,Apr-24,0.461343731
HKG,1989,2022,USD,WEO,Apr-24,0.519684098
HKG,1990,2022,USD,WEO,Apr-24,0.559728175
HKG,1991,2022,USD,WEO,Apr-24,0.61234849
HKG,1992,2022,USD,WEO,Apr-24,0.675622273
HKG,1993,2022,USD,WEO,Apr-24,0.734290953
HKG,1994,2022,USD,WEO,Apr-24,0.781434276
HKG,1995,2022,USD,WEO,Apr-24,0.812997261
HKG,1996,2022,USD,WEO,Apr-24,0.861003561
HKG,1997,2022,USD,WEO,Apr-24,0.909655841
HKG,1998,2022,USD,WEO,Apr-24,0.920241753
HKG,1999,2022,USD,WEO,Apr-24,0.881126741
HKG,2000,2022,USD,WEO,Apr-24,0.847591102
HKG,2001,2022,USD,WEO,Apr-24,0.831754964
HKG,2002,2022,USD,WEO,Apr-24,0.803488515
HKG,2003,2022,USD,WEO,Apr-24,0.756385051
HKG,2004,2022,USD,WEO,Apr-24,0.7291144
HKG,2005,2022,USD,WEO,Apr-24,0.729030076
HKG,2006,2022,USD,WEO,Apr-24,0.725991901
HKG,2007,2022,USD,WEO,Apr-24,0.745574513
HKG,2008,2022,USD,WEO,Apr-24,0.756593312
HKG,2009,2022,USD,WEO,Apr-24,0.757163075
HKG,2010,2022,USD,WEO,Apr-24,0.757508406
HKG,2011,2022,USD,WEO,Apr-24,0.785533238
HKG,2012,2022,USD,WEO,Apr-24,0.816273003
HKG,2013,2022,USD,WEO,Apr-24,0.831108461
HKG,2014,2022,USD,WEO,Apr-24,0.855011736
HKG,2015,2022,USD,WEO,Apr-24,0.886430545
HKG,2016,2022,USD,WEO,Apr-24,0.899735773
HKG,2017,2022,USD,WEO,Apr-24,0.921972944
HKG,2018,2022,USD,WEO,Apr-24,0.950195332
HKG,2019,2022,USD,WEO,Apr-24,0.969943203
HKG,2020,2022,USD,WEO,Apr-24,0.98603478
HKG,2021,2022,USD,WEO,Apr-24,0.990735339
HKG,2022,2022,USD,WEO,Apr-24,1
HKG,2023,2022,USD,WEO,Apr-24,1.018207489
HKG,2024,2022,USD,WEO,Apr-24,1.067967826
HKG,2025,2022,USD,WEO,Apr-24,1.093316857
HKG,2026,2022,USD,WEO,Apr-24,1.119131352
HKG,2027,2022,USD,WEO,Apr-24,1.145121027
HKG,2028,2022,USD,WEO,Apr-24,1.171964332
HKG,2029,2022,USD,WEO,Apr-24,1.198858405
HND,1980,2022,USD,WEO,Apr-24,0.498581942
HND,1981,2022,USD,WEO,Apr-24,0.514417577
HND,1982,2022,USD,WEO,Apr-24,0.554285752
HND,1983,2022,USD,WEO,Apr-24,0.576343204
HND,1984,2022,USD,WEO,Apr-24,0.595078204
HND,1985,2022,USD,WEO,Apr-24,0.604991222
HND,1986,2022,USD,WEO,Apr-24,0.617900958
HND,1987,2022,USD,WEO,Apr-24,0.631789339
HND,1988,2022,USD,WEO,Apr-24,0.689752319
HND,1989,2022,USD,WEO,Apr-24,0.769070507
HND,1990,2022,USD,WEO,Apr-24,0.467601431
HND,1991,2022,USD,WEO,Apr-24,0.456735121
HND,1992,2022,USD,WEO,Apr-24,0.457903937
HND,1993,2022,USD,WEO,Apr-24,0.431451364
HND,1994,2022,USD,WEO,Apr-24,0.402854321
HND,1995,2022,USD,WEO,Apr-24,0.442549465
HND,1996,2022,USD,WEO,Apr-24,0.418536778
HND,1997,2022,USD,WEO,Apr-24,0.439945168
